id,player_id,team_id,date_started,date_left
1,6923,62,7/1/2016,
2,11579,67,7/1/2016,
3,6826,61,7/1/2016,
4,6899,49,7/1/2016,
5,6430,60,7/1/2016,
6,8443,73,7/1/2016,
7,10059,53,7/1/2016,
8,6924,62,7/1/2016,
9,9954,53,7/1/2016,
10,7170,65,7/1/2016,
11,8343,74,7/1/2016,
12,8271,75,7/1/2016,
13,11614,60,7/1/2016,
14,6335,69,7/1/2016,
15,9061,71,7/1/2016,
16,8019,54,7/1/2016,
17,10029,71,7/1/2016,
18,6125,56,7/1/2016,
19,7437,49,7/1/2016,
20,7369,49,7/1/2016,
21,7331,73,7/1/2016,
22,9816,58,7/1/2016,
23,8605,71,7/1/2016,
24,5988,48,7/1/2016,
25,9932,63,7/1/2016,
26,8536,80,7/1/2016,
27,6476,58,7/1/2016,
28,6095,68,7/1/2016,
29,7905,51,7/1/2016,
30,8058,54,7/1/2016,
31,7111,65,7/1/2016,
32,9052,56,7/1/2016,
33,8199,75,7/1/2016,
34,7997,74,7/1/2016,
35,6096,68,7/1/2016,
36,10167,62,7/1/2016,
37,8063,49,7/1/2016,
38,7224,66,7/1/2016,
39,7849,67,7/1/2016,
40,7560,50,7/1/2016,
41,8804,74,7/1/2016,
42,6453,60,7/1/2016,
43,7805,66,7/1/2016,
44,6742,72,7/1/2016,
45,7171,48,7/1/2016,
46,6293,69,7/1/2016,
47,7133,65,7/1/2016,
48,6431,60,7/1/2016,
49,9961,51,7/1/2016,
50,9881,64,7/1/2016,
51,9607,72,7/1/2016,
52,8644,67,7/1/2016,
53,6864,61,7/1/2016,
54,7702,70,7/1/2016,
55,9955,53,7/1/2016,
56,7240,61,7/1/2016,
57,8420,78,7/1/2016,
58,7975,78,7/1/2016,
59,6296,69,7/1/2016,
60,7232,52,7/1/2016,
61,7462,63,7/1/2016,
62,6512,57,7/1/2016,
63,7920,58,7/1/2016,
64,8248,75,7/1/2016,
65,8475,80,7/1/2016,
66,7962,74,7/1/2016,
67,8321,79,7/1/2016,
68,8518,65,7/1/2016,
69,11623,59,7/1/2016,
70,7780,71,7/1/2016,
71,6076,68,7/1/2016,
72,6626,61,7/1/2016,
73,7320,73,7/1/2016,
74,6734,52,7/1/2016,
75,8782,55,7/1/2016,
76,8292,79,7/1/2016,
77,9001,78,7/1/2016,
78,6991,70,7/1/2016,
79,8617,60,7/1/2016,
80,7463,66,7/1/2016,
81,10068,71,7/1/2016,
82,8008,60,7/1/2016,
83,8013,54,7/1/2016,
84,9858,61,7/1/2016,
85,7877,73,7/1/2016,
86,6578,58,7/1/2016,
87,7518,63,7/1/2016,
88,6789,72,7/1/2016,
89,6967,70,7/1/2016,
90,8537,80,7/1/2016,
91,6790,60,7/1/2016,
92,6818,60,7/1/2016,
93,6084,76,7/1/2016,
94,8064,54,7/1/2016,
95,6418,67,7/1/2016,
96,8519,74,7/1/2016,
97,8787,55,7/1/2016,
98,9781,60,7/1/2016,
99,6657,52,7/1/2016,
100,6085,68,7/1/2016,
101,7746,53,7/1/2016,
102,8397,78,7/1/2016,
103,6827,61,7/1/2016,
104,8102,59,7/1/2016,
105,9945,70,7/1/2016,
106,6384,60,7/1/2016,
107,8433,78,7/1/2016,
108,6303,69,7/1/2016,
109,6564,75,7/1/2016,
110,7190,66,7/1/2016,
111,6396,50,7/1/2016,
112,8322,79,7/1/2016,
113,6358,69,7/1/2016,
114,7814,53,7/1/2016,
115,6468,57,7/1/2016,
116,7358,73,7/1/2016,
117,6304,69,7/1/2016,
118,8453,78,7/1/2016,
119,6003,76,7/1/2016,
120,6170,56,7/1/2016,
121,6744,72,7/1/2016,
122,11547,51,7/1/2016,
123,8352,55,7/1/2016,
124,8689,67,7/1/2016,
125,10007,78,7/1/2016,
126,8168,67,7/1/2016,
127,7540,48,7/1/2016,
128,7552,50,7/1/2016,
129,7005,64,7/1/2016,
130,10058,58,7/1/2016,
131,7553,50,7/1/2016,
132,8386,61,7/1/2016,
133,9849,72,7/1/2016,
134,7180,66,7/1/2016,
135,9996,75,7/1/2016,
136,7481,51,7/1/2016,
137,6366,69,7/1/2016,
138,7821,59,7/1/2016,
139,7072,64,7/1/2016,
140,10060,51,7/1/2016,
141,8435,78,7/1/2016,
142,9797,57,7/1/2016,
143,8077,60,7/1/2016,
144,10013,79,7/1/2016,
145,6135,56,7/1/2016,
146,9770,69,7/1/2016,
147,6968,78,7/1/2016,
148,8009,63,7/1/2016,
149,6265,54,7/1/2016,
150,7549,50,7/1/2016,
151,8065,54,7/1/2016,
152,7602,50,7/1/2016,
153,7225,49,7/1/2016,
154,7359,76,7/1/2016,
155,8570,71,7/1/2016,
156,9782,60,7/1/2016,
157,9783,60,7/1/2016,
158,7095,65,7/1/2016,
159,7722,70,7/1/2016,
160,8805,55,7/1/2016,
161,7641,70,7/1/2016,
162,9868,62,7/1/2016,
163,6707,53,7/1/2016,
164,9937,50,7/1/2016,
165,8478,80,7/1/2016,
166,8444,78,7/1/2016,
167,8511,80,7/1/2016,
168,7788,53,7/1/2016,
169,8436,78,7/1/2016,
170,6272,54,7/1/2016,
171,6190,54,7/1/2016,
172,9933,63,7/1/2016,
173,9837,52,7/1/2016,
174,8109,59,7/1/2016,
175,6171,51,7/1/2016,
176,7806,57,7/1/2016,
177,6306,69,7/1/2016,
178,9065,60,7/1/2016,
179,5944,76,7/1/2016,
180,9997,75,7/1/2016,
181,5945,76,7/1/2016,
182,7822,53,7/1/2016,
183,9601,55,7/1/2016,
184,8466,80,7/1/2016,
185,7599,50,7/1/2016,
186,6266,48,7/1/2016,
187,7259,48,7/1/2016,
188,8698,48,7/1/2016,
189,6814,55,7/1/2016,
190,8538,76,7/1/2016,
191,6256,48,7/1/2016,
192,6603,61,7/1/2016,
193,6658,52,7/1/2016,
194,6111,68,7/1/2016,
195,8853,76,7/1/2016,
196,6012,76,7/1/2016,
197,10008,78,7/1/2016,
198,9784,60,7/1/2016,
199,7087,57,7/1/2016,
200,7061,64,7/1/2016,
201,10009,78,7/1/2016,
202,6521,57,7/1/2016,
203,6469,57,7/1/2016,
204,9869,51,7/1/2016,
205,8359,58,7/1/2016,
206,6992,62,7/1/2016,
207,9991,59,7/1/2016,
208,9962,51,7/1/2016,
209,6748,75,7/1/2016,
210,6832,61,7/1/2016,
211,8030,54,7/1/2016,
212,9785,60,7/1/2016,
213,7723,61,7/1/2016,
214,8376,48,7/1/2016,
215,7928,52,7/1/2016,
216,6889,61,7/1/2016,
217,7162,65,7/1/2016,
218,8249,49,7/1/2016,
219,6127,75,7/1/2016,
220,7622,50,7/1/2016,
221,9771,69,7/1/2016,
222,10040,67,7/1/2016,
223,6879,61,7/1/2016,
224,9772,69,7/1/2016,
225,7724,70,7/1/2016,
226,7554,70,7/1/2016,
